code_muni,municipality,state,inc_media_100k,casos_totais,pop_media,natural_ha,hydro_ha,açudes_canais_ha,taxa_esgoto_media
110001,Alta Floresta D'Oeste,Rondônia,1.0999648011263639,1,73991.75,3624.103417161508,508.9772033215302,245.48902829452237,16.59
110004,Cacoal,Rondônia,0.291059806969136,1,313186.5,882.6687004270577,0.0,375.6492376647664,42.275
110007,Corumbiara,Rondônia,3.4626038781163437,1,25488.25,52.12259594120038,0.0,398.58461174019624,16.59
110009,Espigão D'Oeste,Rondônia,0.7646429117602079,1,106710.25,222.01902947991303,0.0,265.15138123189956,3.5949999999999998
110010,Guajará-Mirim,Rondônia,0.5327082889409759,1,143244.75,17741.25697093056,0.0,180.35256205209697,34.87
110015,Ouro Preto do Oeste,Rondônia,2.8097463628592787,4,124175.75,286.91907999212,0.0,425.2573653057202,16.59
110025,Presidente Médici,Rondônia,1.3461849119595068,1,65421.0,839.5179183992313,0.0,254.0439577806224,14.655000000000001
110032,São Miguel do Guaporé,Rondônia,1.0800535706571046,1,72885.25,622.5173845206971,0.0,189.5589730310578,16.59
110143,Nova União,Rondônia,3.80112513303938,1,21426.0,11.330295585937467,0.0,157.4175333532708,16.59
110150,Seringueiras,Rondônia,2.1095266222259728,1,41575.25,239.3608449114006,0.0,63.39428961949481,12.59
150080,Ananindeua,Pará,0.2902756761776053,6,1669016.25,1883.5077268451619,0.0,8.981035470123864,70.595
150170,Bragança,Pará,0.38425477628686927,2,428901.25,5236.2543167355225,0.0,227.3455575863632,17.955
150172,Brasil Novo,Pará,1.6797688638043404,1,81943.0,397.5947145278606,0.0,67.23249187840813,17.955
150420,Marabá,Pará,0.260465102078573,3,942367.25,11478.11986221504,0.0,310.01478104529485,3.6100000000000003
150550,Paragominas,Pará,0.21833489078888763,1,369541.0,4971.753283068314,0.0,456.7652211264316,4.9399999999999995
150613,Redenção,Pará,0.2895998887936427,1,297694.0,140.59461979284407,0.0,397.43814814310053,10.7
150770,São Sebastião da Boa Vista,Pará,0.91568383268625,1,89556.75,12397.23292958286,0.0,0.6969926391601552,98.55
150808,Tucumã,Pará,0.6228822005182381,1,138026.75,890.799728469174,0.0,106.44866118937644,17.955
172100,Palmas,Tocantins,0.07978324488030918,1,1057065.0,130.31345890451678,17441.74156693706,0.0,63.25
210160,Barra do Corda,Maranhão,0.028487755962487323,1,285657.25,152.38982184407018,0.0,159.11533314946126,40.0925
210530,Imperatriz,Maranhão,0.09616124317255173,1,915630.75,2082.115072666578,0.0,80.9588383050655,38.14
210825,Pedro do Rosário,Maranhão,0.9780907668231611,1,81345.25,146.9447744267714,0.0,39.7583991648619,40.0925
210860,Pinheiro,Maranhão,0.8938757488590818,3,284191.5,946.2371288572364,0.0,5842.324635616858,40.0925
211003,Santa Luzia do Paruá,Maranhão,0.1004419445560466,1,81157.0,8.163828357551102,0.0,21.531785311250506,40.0925
211023,Santana do Maranhão,Maranhão,1.8242848803269118,1,36404.5,0.35704764648437476,0.0,0.4105988317871091,38.19
211100,São João Batista,Maranhão,3.618936559097461,3,62309.0,12295.12875068524,0.0,375.27836215075524,40.0925
211130,São Luís,Maranhão,0.022976737431954393,1,3551278.5,4318.586589887063,0.0,316.69533872680677,81.345
211178,Serrano do Maranhão,Maranhão,9.668374746205163,4,33963.25,2636.1380430758463,0.0,62.511764333457656,41.995000000000005
221100,Teresina,Piauí,0.002760320285483365,1,2924691.25,1186.622371415946,0.0,60.16523313854261,23.095
230120,Aracoiaba,Ceará,2.819548872180451,3,86837.75,107.40470446284228,0.0,1550.017148142946,23.965
230393,Choró,Ceará,2.0193861066235868,1,40768.25,25.511302310302703,0.0,409.68094856486096,23.965
230440,Fortaleza,Ceará,0.00971095535601916,1,8437311.25,505.50682926978317,0.0,159.682707518688,59.665
230540,Icó,Ceará,0.3660161339911863,1,212179.25,145.1503927917285,0.0,878.9739612337514,51.275
230765,Maracanaú,Ceará,0.10012655997180436,1,806564.5,105.66077177699412,0.0,122.6051827100085,45.614999999999995
231010,Palmácia,Ceará,5.565124968700376,3,34962.75,6.563283973388654,0.0,133.4399944970694,24.435
231140,Quixeramobim,Ceará,0.29138547967877665,1,278585.0,207.35440623841015,0.0,2254.623741647196,23.965
231160,Redenção,Ceará,11.978820000519425,14,92640.75,25.740374664057686,0.0,396.9652423407918,3.17
231340,Tianguá,Ceará,0.290235322799726,1,277366.25,28.495963966418678,0.0,210.0454954989406,25.465
231380,Uruburetama,Ceará,0.11720031878486709,1,69713.0,5.87086013793944,0.0,101.49399789833214,23.965
240650,Lagoa Nova,Rio Grande do Norte,0.15429241498487933,1,52446.25,0.23116061279296857,0.0,6.258982331542964,22.655
240810,Natal,Rio Grande do Norte,0.08363926718619662,3,2603761.5,1042.0208661733827,0.0,22.91122721500646,56.510000000000005
240820,Nísia Floresta,Rio Grande do Norte,1.7792933931694597,2,108350.75,1913.8480039632261,0.0,102.00011824440858,1.975
240980,Pedro Velho,Rio Grande do Norte,13.473457289140393,8,46473.0,12.65100929294,0.0,6.674849023877909,24.915
241220,São José de Mipibu,Rio Grande do Norte,0.5030889662527921,1,159756.25,31.173534915939,0.0,52.545164208754635,1.03
241255,São Miguel do Gostoso,Rio Grande do Norte,2.360717658168083,1,34438.25,601.4038628115683,0.0,9.175378660558335,100.0
250080,Araçagi,Paraíba,4.435677736826676,3,55175.0,31.523585085664582,0.0,158.8835113602502,74.4175
250130,Aroeiras,Paraíba,2.611238771673282,2,62191.25,17.86988507348151,0.0,335.2915263508482,74.4175
250157,Barra de Santana,Paraíba,3.029201502483945,1,26852.5,6.831133068345011,0.0,5.4890204524931026,74.4175
250180,Bayeux,Paraíba,0.2571937080131272,1,279436.5,145.28898136494658,0.0,5.582228339724061,12.51
250320,Cabedelo,Paraíba,1.819350418372849,6,228986.75,247.0440445584082,0.0,2.3623043616775767,30.36
250400,Campina Grande,Paraíba,0.30409529803779695,8,1426421.5,12.303005004849284,0.0,165.81707839300822,73.75
250435,Caturité,Paraíba,0.4509379509379509,1,17676.25,0.6192766407303141,0.0,2.273730103721465,74.4175
250520,Cuitegi,Paraíba,3.6263417464461853,1,22329.25,3.9031647110667507,0.0,33.7902648183162,74.4175
250750,João Pessoa,Paraíba,0.05812484662913754,11,2877079.0,315.6699630270718,0.0,40.89300854858394,80.88499999999999
250830,Lagoa Seca,Paraíba,0.9052395263786798,1,94122.0,0.30164380126953094,0.0,16.36373995599242,2.415
250860,Lucena,Paraíba,7.681081496274676,4,42614.25,150.256234278564,0.0,19.73790443454154,74.4175
250930,Mataraca,Paraíba,2.8928488775746355,1,28066.5,84.32105293454637,0.0,6.499679851581634,74.4175
250940,Mogeiro,Paraíba,1.8885027949841364,1,46306.0,16.82632277188166,0.0,86.87555505644896,100.0
251120,Pedras de Fogo,Paraíba,1.6847629420358992,3,100463.0,23.416190547061674,0.0,118.61723016232949,10.100000000000001
251140,Picuí,Paraíba,2.6627862521809957,2,61228.0,13.829565770541313,0.0,45.2893155379375,100.0
251150,Pilar,Paraíba,2.0771020272515783,1,41426.0,20.29948938710644,0.0,16.002817840418164,74.4175
251180,Pirpirituba,Paraíba,2.6407520861941483,1,31187.75,1.2155860988865241,0.0,3.453119776434202,74.4175
251190,Pitimbu,Paraíba,2.913073875553484,2,56894.25,172.4176622775926,0.0,13.234899085501837,74.4175
251250,Queimadas,Paraíba,7.300387310481529,15,161440.25,11.656137446217222,0.0,84.7003490954398,2.045
251310,Salgado de São Félix,Paraíba,0.21292905203986032,1,38356.0,6.565541421147344,0.0,19.33779710761808,74.4175
260005,Abreu e Lima,Pernambuco,0.24051180912982828,1,336867.25,36.150762332562536,0.0,7.135227852553397,34.7
260050,Águas Belas,Pernambuco,0.5691778794708923,1,142385.5,9.198027513710134,0.0,29.756105872055876,100.0
260100,Angelim,Pernambuco,11.075747542904377,5,34754.25,0.6715028137207026,0.0,9.679612729755458,62.370000000000005
260120,Arcoverde,Pernambuco,0.3320273590543861,1,264247.5,1.9285275585937476,0.0,33.00899912098838,5.5600000000000005
260170,Belo Jardim,Pernambuco,0.3260004955207532,1,269398.5,17.677030502752512,0.0,405.1441997516166,23.85
260220,Bom Jardim,Pernambuco,0.6252657379386239,1,128047.25,15.77716392812689,0.0,26.1280147510723,13.24
260345,Camaragibe,Pernambuco,0.16049200428834637,1,508933.75,1.2151076402659668,0.0,1.018282142549399,3.215
260370,Canhotinho,Pernambuco,1.010386776057875,1,81409.0,40.35277472028186,0.0,61.1632714604538,36.64
260440,Chã de Alegria,Pernambuco,53.17157937915154,29,43904.5,5.604909541369865,0.0,2.6531801384181564,62.370000000000005
260490,Cumaru,Pernambuco,5.266484095218033,2,49522.0,1.0395892582672688,0.0,41.602937047798875,62.370000000000005
260600,Garanhuns,Pernambuco,0.3752998862423987,4,487754.5,93.72278679910562,0.0,219.6933933221846,10.7
260620,Goiana,Pernambuco,0.31228530385360065,1,275132.5,2311.7335465074757,0.0,193.6633274211422,4.275
260630,Granito,Pernambuco,3.4693311129614215,1,23624.75,2.2328290136718736,0.0,53.81174807239006,60.885
260800,Jataúba,Pernambuco,4.514288482704213,3,53534.0,4.929041990938067,0.0,20.22486866455072,62.370000000000005
260825,Jucati,Pernambuco,0.4158695832986775,2,38808.75,0.3454496650582105,0.0,14.2711331803337,62.370000000000005
260830,Jupi,Pernambuco,1.568086307470363,1,51523.0,5.639704216619746,0.0,7.9439129406738065,62.370000000000005
260845,Lagoa do Carro,Pernambuco,1.356557599435672,1,60857.25,61.23170927043598,0.0,53.97313873102871,62.370000000000005
