code_muni,municipality,state,inc_media_100k,casos_totais,pop_media,natural_ha,hydro_ha,açudes_canais_ha,taxa_esgoto_media
110004,Cacoal,Rondônia,0.22928943205007682,1,86756.4,851.4756520606186,0.0,328.412344519321,34.942
110005,Cerejeiras,Rondônia,1.2162490878131842,1,17329.2,76.14076930447202,0.0,113.23638704051241,66.4
110006,Colorado do Oeste,Rondônia,1.062868682574268,1,17606.4,21.44521765827964,0.0,81.72214063826964,15.37
110011,Jaru,Rondônia,1.0743193246264107,3,54224.6,410.8654906252626,0.0,386.36183433490277,15.37
110012,Ji-Paraná,Rondônia,1.2098941204653724,8,130304.4,3736.394881960012,0.0,636.3228251476694,15.37
110014,Nova Brasilândia D'Oeste,Rondônia,0.919667080516853,1,21188.4,122.060751028861,0.0,174.5688112038044,15.37
110015,Ouro Preto do Oeste,Rondônia,25.398046626769695,49,38379.6,279.33192893559,0.0,376.5196274780646,15.37
110018,Pimenta Bueno,Rondônia,0.5455537370430987,1,37288.6,711.691740500661,4777.209730268361,0.0,1.8960000000000001
110020,Porto Velho,Rondônia,0.0776254763342045,2,516495.6,51398.308813324904,43266.21037012976,0.0,11.376000000000001
110025,Presidente Médici,Rondônia,5.017174551466304,5,21082.6,827.6995251687961,0.0,222.99168697972118,15.37
110029,Santa Luzia D'Oeste,Rondônia,2.391772303276728,1,7673.6,45.0151026041905,0.0,181.15457864589501,15.37
110030,Vilhena,Rondônia,0.2178625505168789,1,95695.6,572.2905748427345,0.0,219.11060197873582,15.37
110032,São Miguel do Guaporé,Rondônia,1.7050424574660916,2,23621.8,484.807638824385,0.0,155.2333255371998,15.37
110130,Mirante da Serra,Rondônia,3.6101083032490977,2,11790.6,24.23489593393356,0.0,399.9431007054996,15.37
110149,São Francisco do Guaporé,Rondônia,2.0310754544531333,2,19631.4,4772.498754122312,0.0,146.5412346009876,15.37
110155,Teixeirópolis,Rondônia,4.642525533890437,1,4718.4,1.2644936059570266,0.0,48.15745609863276,15.37
110170,Urupá,Rondônia,4.955079911897771,3,12545.8,180.90911368697738,0.0,446.44511007107,15.37
110175,Vale do Anari,Rondônia,1.793882859449278,1,11044.6,1887.45542973498,0.0,174.486771614511,15.37
140047,Rorainópolis,Roraima,0.6772085463718552,1,28591.0,64804.0217403518,0.0,154.52718498015253,23.48
150080,Ananindeua,Pará,0.8117581368847919,21,517691.8,1913.3549967084539,0.0,18.56023543924724,4.554
150140,Belém,Pará,0.013830856918402093,1,1463271.0,56338.496999745534,0.0,241.349533030561,14.057999999999998
150170,Bragança,Pará,0.31481703941739014,2,124543.0,5240.265050976204,0.0,244.84403032781861,20.637
150178,Breu Branco,Pará,0.6454710956333873,2,63787.4,3864.7767772858415,21199.97246958116,0.0,100.0
150195,Cachoeira do Piriá,Pará,1.2779552715654954,2,32692.8,968.1535944532579,0.0,52.039574619609674,20.508333333333333
150420,Marabá,Pará,0.07492544917806782,1,271009.2,11281.278540472918,0.0,506.9827896970566,20.642
150543,Ourilândia do Norte,Pará,1.227992821560073,2,31841.4,2993.2010421530163,0.0,230.53557315203676,20.355
150550,Paragominas,Pará,0.5478024165458591,3,110098.4,4831.030083285,0.0,974.1786447898246,8.196
150770,São Sebastião da Boa Vista,Pará,0.7507507507507507,1,25909.2,12554.061875999261,0.0,1.769289409179684,22.883333333333336
210160,Barra do Corda,Maranhão,0.22780600041005078,1,87190.8,97.31254978659221,0.0,72.2392399856244,35.522000000000006
210190,Bequimão,Maranhão,14.14515610859963,15,21028.2,5621.072950408716,0.0,24.544996143798777,37.72
210315,Centro do Guilherme,Maranhão,28.804533746819665,19,13313.2,20.45473121704098,0.0,102.77357891743677,31.87
210360,Coroatá,Maranhão,0.31337647482803466,1,64537.4,401.6687596507782,0.0,101.23282014026094,6.304
210420,Fortuna,Maranhão,1.2873326467559216,1,15368.0,26.049800836224676,0.0,3.894097640486172,35.522000000000006
210620,Luís Domingues,Maranhão,2.8914269191846174,1,6870.4,2031.63834736625,0.0,14.56956054528085,35.522000000000006
210750,Paço do Lumiar,Maranhão,0.8270984137916184,5,120606.0,341.2594566673746,0.0,6.162673939208981,46.21
