code_muni,municipality,state,inc_media_100k,casos_totais,pop_media,natural_ha,hydro_ha,açudes_canais_ha,taxa_esgoto_media
230120,Aracoiaba,Ceará,0.9619824534400493,1,25783.75,32.753319696858696,0.0,1275.2080663771537,20.4825
230210,Baturité,Ceará,10.221243193527169,14,34176.75,8.22803580526312,0.0,115.7751461749567,1.925
230250,Brejo Santo,Ceará,3.672998215972295,7,46694.5,3.0328409658573916,0.0,57.87428575560917,41.99
230423,Croatá,Ceará,2.894858730893932,2,17416.0,0.13371307678222633,0.0,3.0084454345703073,17.84
230440,Fortaleza,Ceará,0.009796982999491341,1,2525121.25,540.248564416557,0.0,153.44553401529876,50.035
230980,Pacoti,Ceará,4.29331959471063,2,11767.75,0.8916345657348596,0.0,1.2259674438476518,81.5575
231025,Paraipaba,Ceará,0.8225578258151549,1,31061.0,288.0619904752785,0.0,122.69008770029676,40.815
231110,Porteiras,Ceará,1.6602470447602604,1,15038.25,0.8704502523085642,0.0,3.77508859994327,15.342500000000001
231230,São Benedito,Ceará,5.554702097307683,10,45225.5,0.37901042327880724,0.0,7.1791162033081,25.98
240325,Parnamirim,Rio Grande do Norte,0.11671389689027492,1,222005.5,90.70112131625868,0.0,15.948637622554974,1.7174999999999998
240420,Goianinha,Rio Grande do Norte,1.0940440243315392,1,23856.25,142.039545585267,0.0,21.836148237771376,15.7925
240710,Macaíba,Rio Grande do Norte,0.34882098507046183,1,73651.5,238.20172114606402,0.0,512.3801664801081,4.715
240810,Natal,Rio Grande do Norte,0.14713229905044573,5,836085.5,1126.6303621517875,0.0,31.558188420715275,42.885
240820,Nísia Floresta,Rio Grande do Norte,3.9122582156836576,4,25164.5,1990.312614464095,0.0,147.634067461631,34.769999999999996
240895,Rio do Fogo,Rio Grande do Norte,2.4693796918214144,1,10400.5,343.130203385966,0.0,3.2175716130873697,34.769999999999996
241200,São Gonçalo do Amarante,Rio Grande do Norte,1.8519545072005235,7,92849.5,599.561287116354,0.0,186.4130118695065,30.182499999999997
241255,São Miguel do Gostoso,Rio Grande do Norte,2.7065064414853306,1,9039.75,583.1174232269185,0.0,10.775016915893518,34.769999999999996
241310,Senador Elói de Souza,Rio Grande do Norte,4.398311048557354,1,5856.75,12.113970141601524,0.0,28.474116775512677,34.769999999999996
241320,Senador Georgino Avelino,Rio Grande do Norte,31.110004977600795,5,4118.5,640.7477120502592,0.0,16.58364503163054,34.769999999999996
241440,Touros,Rio Grande do Norte,1.5178191973772084,2,32270.0,987.2065635808667,0.0,22.47357899651015,9.6
241480,Vera Cruz,Rio Grande do Norte,2.26223871142883,1,11353.75,30.609722625732424,0.0,5.122398307465195,34.769999999999996
250040,Alagoa Nova,Paraíba,1.2647981382171405,1,20077.0,1.4336090345195658,0.0,9.371465668855528,49.165
250050,Alagoinha,Paraíba,3.549119818285065,2,13919.0,0.1553210006713865,0.0,62.107615300370675,64.49000000000001
250053,Alcantil,Paraíba,23.087574677769375,5,5341.5,7.996259887719237,0.0,16.083891297912558,59.76
250110,Areia,Paraíba,2.1386130974417843,2,23451.0,6.197983815002421,0.0,102.2448304229314,64.49000000000001
250130,Aroeiras,Paraíba,31.19962560449275,24,19138.75,52.496123555638846,0.0,449.93367683806747,64.49000000000001
250140,Baía da Traição,Paraíba,2.874885004599816,1,8407.5,50.100246910089155,0.0,0.0,64.42
250150,Bananeiras,Paraíba,1.175032900921226,1,21710.5,1.8692607363412823,0.0,54.43189954135065,64.49000000000001
250180,Bayeux,Paraíba,2.777742896491748,11,97888.25,186.13154847630474,0.0,0.0,15.15
250190,Belém,Paraíba,4.282866797996513,3,17334.5,1.743198594180834,0.0,10.303370828414593,64.49000000000001
250250,Boqueirão,Paraíba,20.41403678805922,14,17243.5,179.02375268981223,0.0,1747.665539540855,100.0
250320,Cabedelo,Paraíba,2.7802864519397206,7,61681.25,250.00580873397175,0.0,2.773157077026365,17.5325
250403,Capim,Paraíba,4.028359651949726,1,5953.75,23.7194205210846,0.0,37.99098936318782,64.49000000000001
250435,Caturité,Paraíba,5.266484095218033,1,4657.5,0.0443299880981445,0.0,1.995081527709961,64.49000000000001
250490,Cruz do Espírito Santo,Paraíba,6.15873116005735,4,16584.75,122.26118668042885,0.0,24.381173439265197,64.49000000000001
250630,Guarabira,Paraíba,8.515769866350816,19,56699.25,1.4964048795812255,0.0,91.06230164789503,84.155
250680,Ingá,Paraíba,2.8481913984619767,2,17920.0,1.9293533828735328,0.0,53.85729323330742,64.49000000000001
250720,Itatuba,Paraíba,4.687792987061691,2,10461.75,11.56898279403385,0.0,371.498909835768,64.49000000000001
250760,Juarez Távora,Paraíba,3.3306687982946976,1,7648.75,0.22179221038818325,0.0,15.266212021975026,64.49000000000001
250890,Mamanguape,Paraíba,1.1401652152279067,2,43211.75,45.97118708856915,0.0,118.46418670173185,20.3175
250910,Mari,Paraíba,2.356711915535445,2,21455.25,6.460082961407825,0.0,80.05257139732815,64.49000000000001
250920,Massaranduba,Paraíba,1.8603958922458699,1,13266.25,40.157618930915376,0.0,88.839376850813,64.49000000000001
250990,Natuba,Paraíba,352.90316538177535,147,10432.25,80.59633192997927,0.0,281.703198116826,64.49000000000001
251120,Pedras de Fogo,Paraíba,12.529004767809095,14,27774.5,71.86540088335818,0.0,125.764098189607,37.975
251180,Pirpirituba,Paraíba,2.416392808815001,1,10436.25,0.2546976432171985,0.0,16.879652457412977,64.49000000000001
251250,Queimadas,Paraíba,1.2037170783379076,2,42076.5,3.9736671308749294,0.0,103.58410183199985,2.9625
251278,Riacho de Santo Antônio,Paraíba,13.227513227513228,1,1819.75,1.500307965955545,0.0,11.71674772305353,74.7
251310,Salgado de São Félix,Paraíba,8.234519104084322,4,12056.25,20.150757432310776,0.0,24.8512654669488,64.49000000000001
251370,Santa Rita,Paraíba,0.20632850799729296,1,127489.5,1208.4879704366126,0.0,47.858725392001276,9.02
251445,São José dos Ramos,Paraíba,17.560231719407113,4,5683.5,15.925269371834524,0.0,14.142458936288826,100.0
251600,Solânea,Paraíba,0.9497397713026631,1,26546.0,0.9106597852878916,0.0,26.217611240701075,14.41
251620,Sousa,Paraíba,0.7560179025039313,2,67264.25,20.8852891525268,0.0,258.32454013434324,69.7675
260030,Agrestina,Pernambuco,4.332943368430175,4,23463.75,4.644193386840815,0.0,50.9916850406362,64.32249999999999
260050,Águas Belas,Pernambuco,0.6171163387721853,1,41397.0,0.6182322952270505,0.0,19.81806420483158,64.32249999999999
260080,Altinho,Pernambuco,1.1175182155469134,1,22615.0,2.0567358154296853,0.0,26.97825892181395,64.32249999999999
260100,Angelim,Pernambuco,7.290046656298601,3,10540.25,0.088349407958984,0.0,5.001350631372785,64.32249999999999
260130,Barra de Guabiraba,Pernambuco,1.9352840997058367,1,13325.75,10.48448223643579,0.0,14.41862063751215,5.09
260210,Bom Conselho,Pernambuco,0.5464839224430017,1,46630.75,38.83972853900385,0.0,79.77989527933765,64.32249999999999
260230,Bonito,Pernambuco,2.6632045606811214,4,37875.0,84.01487971863355,0.0,145.17280782446724,64.32249999999999
260240,Brejão,Pernambuco,5.659950192438306,2,8919.0,0.582553886730717,0.0,35.6965274184103,64.32249999999999
260260,Brejo da Madre de Deus,Pernambuco,0.5405639162774607,1,47121.0,36.385831653741434,0.0,129.42073312651362,100.0
260345,Camaragibe,Pernambuco,0.3338149673563945,2,149237.5,1.2295780044974511,0.0,1.5453289880191547,1.7275
260350,Camocim de São Félix,Pernambuco,2.872737719046251,2,17695.0,11.833336991858353,0.0,40.160669293506054,64.32249999999999
